"","Num CEAC-L","PY CEAC-L I","PY CEAC-L C","PY CEAC-L T","Num SEAC-L","PY SEAC-L I","PY SEAC-L C","PY SEAC-L T","Num CEAC-R","PY CEAC-R I","PY CEAC-R C","PY CEAC-R T","Num SEAC-R","PY SEAC-R I","PY SEAC-R C","PY SEAC-R T","Num CEAC-D","PY CEAC-D I","PY CEAC-D C","PY CEAC-D T","Num SEAC-D","PY SEAC-D I","PY SEAC-D C","PY SEAC-D T","Num CEAC-U","PY CEAC-U I","PY CEAC-U C","PY CEAC-U T","Num SEAC-U","PY SEAC-U I","PY SEAC-U C","PY SEAC-U T","Num Endosc","Num Init RFA","Num Touchups","Num Lifeyears"
"2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3680887301126,0,1000
"2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103850787188967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.740456112657
"2012",0.0415403148755868,0.0207701574377934,0,0.00496043539223969,0.0623104723133801,0.0623104723133801,0,0,0,0,0,0,0.0207701574377934,0.0207701574377934,0,0,0.0519253935944834,0.0131614668450805,0,0.0186400643274825,0,0,0,0,0.0103850787188967,0,0,0.00125961945019751,0.0103850787188967,0.0103850787188967,0,0,19.1397000789266,0,0,962.457940431188
"2013",0,0,0.0207701574377934,0,3.86324928342957,3.7668762862173,0.0623104723133801,0.0238158919065386,0,0,0,0,1.15274373779753,1.10570983964124,0.0207701574377934,0.00891965955648779,0,0,0.0103850787188967,0.0207701574377934,1.39160054833216,1.34060632429288,0,0,0,0,0,0,2.61703983716197,2.52343576737566,0.0103850787188967,0.0215862175703999,1120.83039089436,29.047065176754,3.10513853695011,948.936567939185
"2014",0,0,0.0207701574377934,0,0.238856810534624,0.238856810534624,3.63477755161384,0.249241889253521,0.0103850787188967,0,0,0,0.103850787188967,0.103850787188967,1.08004818676526,0.0830806297511735,0,0,0.0103850787188967,0,0.114235865907864,0.114235865907864,1.2565945249865,0.135006023345657,0,0,0,0,0.12462094462676,0.12462094462676,2.45087857765962,0.145391102064554,138.817347235492,0,2.58588460100528,934.522078677356
"2015",0.0311552361566901,0.0311552361566901,0.0207701574377934,0,0.321937440285797,0.309770578694405,3.30245503260915,0.577473685258581,0.0311552361566901,0.0311552361566901,0,0.0103850787188967,0.176546338221244,0.176546338221244,1.04889295060857,0.135006023345657,0.0207701574377934,0,0.0103850787188967,0.0023219516580184,0.114235865907864,0.097654534626697,1.21505421011091,0.161928391464387,0.0103850787188967,0,0,0,0.301167282848004,0.286463337056746,2.29510239687617,0.288166490906116,110.497237569061,0,1.5785319652723,918.778299339509
"2016",0,0,0.0519253935944834,0,4.22672703859095,4.09549682014511,3.09475345823121,0.544997973530517,0.0726955510322768,0.0519253935944834,0.0311552361566901,0,1.23582436754871,1.1904449819264,1.04889295060857,0.191415223546317,0.0623104723133801,0.0126349496270067,0.0103850787188967,0.0168185683654517,1.62007228014788,1.53170517931506,1.04889295060857,0.296449356870895,0,0,0,0.0103850787188967,3.19860424542018,3.07032038793971,2.07701574377934,0.551806451602746,1059.516886138,25.6615295143937,2.99090267104225,900.69787728991
"2017",0.0311552361566901,0.0311552361566901,0.0415403148755868,0.0103850787188967,0.560794250820421,0.553773318967781,6.62568022265609,0.654259959290492,0.0311552361566901,0.0207701574377934,0.0830806297511735,0.0207701574377934,0.103850787188967,0.0942597306702061,2.08740082249823,0.166161259502347,0.0623104723133801,0.00108882966662803,0.0207701574377934,0.0392858025858679,0.103850787188967,0.0961050089612148,2.17048145224941,0.436173306193661,0,0,0,0,0.384247912599178,0.338100235762023,4.56943463631454,0.648208197565431,150.189008432684,0,2.26394716071948,880.851991858098
"2018",0.0415403148755868,0.0311552361566901,0.0623104723133801,0.0103850787188967,0.456943463631454,0.4551689122427,6.2622024674947,0.924272005981805,0.0311552361566901,0.0311552361566901,0.103850787188967,0.0103850787188967,0.12462094462676,0.121649829197103,1.82777385452582,0.363477755161384,0.0519253935944834,0.00270512351412443,0.0103850787188967,0.0452277543823997,0.166161259502347,0.152468717601252,1.83815893324471,0.438777051971348,0.0103850787188967,0,0,0.0039260851086784,0.353092676442487,0.342423225242727,4.0709508578075,0.846461829403871,126.936817181074,0,1.80700369708802,860.684168986001
"2019",0.0207701574377934,0.00248429524344448,0.0830806297511735,0.0207701574377934,4.41365845553109,4.12641627355895,6.14796660158684,0.660115929731645,0.0311552361566901,0.0207701574377934,0.103850787188967,0.0311552361566901,1.35006023345657,1.30686754258026,1.60968720142899,0.354637481872755,0.0311552361566901,0.014009861213258,0.0103850787188967,0.0415403148755868,1.22543928882981,1.13980499148096,1.46429609936443,0.547134997446275,0.0207701574377934,0,0,0,2.85589664769659,2.71180141017434,3.46861629211149,0.96962919978781,981.296473227267,24.4153200681261,2.89743696257218,837.972001827774
"2020",0.0311552361566901,0.0103850787188967,0.0830806297511735,0.0207701574377934,0.363477755161384,0.327255921031367,9.36734100444481,1.00032652299629,0.0311552361566901,0.0207701574377934,0.0830806297511735,0.0519253935944834,0.114235865907864,0.113048959865395,2.46126365637852,0.477713621069248,0.0311552361566901,0,0.0207701574377934,0.0213035170694344,0.114235865907864,0.100189959351728,1.84854401196361,0.810036140073942,0.0103850787188967,0,0,0.0207701574377934,0.238856810534624,0.226688787081605,5.09907365097827,1.16312881651643,151.985627051053,0,2.09778590121713,813.930544593528
"2021",0.0415403148755868,0.0311552361566901,0.0830806297511735,0.0360696297496821,0.716570431603872,0.672389033183743,8.64038549412205,1.07614196091588,0.0103850787188967,0.0103850787188967,0.0830806297511735,0.0311552361566901,0.0726955510322768,0.0623104723133801,2.14971129481161,0.434658744534868,0.0519253935944834,0.0207701574377934,0.0207701574377934,0.0230069757593176,0.176546338221244,0.168188645592875,1.39160054833216,0.571179329539318,0.0311552361566901,0.0207701574377934,0,0.0103850787188967,0.311552361566901,0.293021480639252,4.26826735346654,1.07108261460228,135.400656336975,0,1.52660657167781,788.788269015079
"2022",0.0103850787188967,0.0103850787188967,0.114235865907864,0,4.90175715531924,4.56748954188041,8.39114360486852,1.00449642823027,0.0311552361566901,0.0103850787188967,0.0726955510322768,0.0207701574377934,0.955427242138495,0.881563810898072,1.80700369708802,0.426902056464789,0.0103850787188967,0,0.0415403148755868,0.0207701574377934,1.06966310804636,0.951882660045537,1.10081834420305,0.502482122304315,0.0311552361566901,0.0207701574377934,0.0207701574377934,0.0109315274901984,2.01470527146596,1.83858974936339,3.58285215801936,1.02567065678577,898.672786939725,23.0756449133884,2.76243093922652,763.095584264529
"2023",0.0103850787188967,0.0103850787188967,0.114235865907864,0.0103850787188967,0.456943463631454,0.394857605619834,11.7662941885099,1.37728628657536,0.0207701574377934,0.0207701574377934,0.0726955510322768,0.0311552361566901,0.0934657084700702,0.0830806297511735,2.37818302662734,0.348896976426151,0.0311552361566901,0,0.0207701574377934,0.0311552361566901,0.135006023345657,0.109379850348976,1.58891704399119,0.5195794838971,0.0103850787188967,0,0.0415403148755868,0.00323285042860878,0.197316495659037,0.196927946510666,4.42404353424999,1.10081834420305,153.89648153533,0,1.90046940555809,736.104764674116
"2024",0.0103850787188967,0.0103850787188967,0.114235865907864,0.0103850787188967,0.571179329539318,0.516586701595351,10.8004818676526,1.40092508022705,0.0415403148755868,0.0105492769290921,0.0934657084700702,0,0.145391102064554,0.14128536626736,2.05624558634154,0.405018070036971,0.0519253935944834,0.0207701574377934,0.0207701574377934,0.0346444449649693,0.176546338221244,0.173667882872768,1.31890499729988,0.384247912599178,0,0,0.0311552361566901,0.0103850787188967,0.280397125410211,0.266478458215003,3.79055373239729,0.830806297511735,139.855855107382,0,1.38121546961326,707.763884850247
"2025",0.0103850787188967,0,0.114235865907864,0.0103850787188967,4.43442861296889,4.05820139336931,10.3123831678644,1.10155462582545,0.0103850787188967,0,0.103850787188967,0.0311552361566901,1.04889295060857,0.976009429090404,1.75507830349354,0.480848178050136,0.0103850787188967,0,0.0415403148755868,0.00176694932178209,0.996967557014082,0.929224851438025,0.986582478295186,0.524641934630751,0.0103850787188967,0,0.0311552361566901,0.00280372977449672,1.79661861836913,1.60694447693915,3.37515058364142,0.754470638314345,810.545008931168,22.5979312923192,2.41972334150293,677.33560420388
"2026",0.0311552361566901,0.0311552361566901,0.114235865907864,0.0103850787188967,0.342707597723591,0.318124816533822,13.1163544219665,1.44352594192664,0.0103850787188967,0,0.0726955510322768,0.0415403148755868,0.0311552361566901,0.0311552361566901,2.1912516096872,0.571179329539318,0.0311552361566901,0,0.0311552361566901,0.0193128498540092,0.0934657084700702,0.0934657084700702,1.52660657167781,0.425788227474764,0.0103850787188967,0,0.0311552361566901,0.000387381350372541,0.0830806297511735,0.0799607316614556,4.05018070036971,1.01773771445188,153.574544095044,0,1.90046940555809,646.294603913098
"2027",0.0207701574377934,0.0207701574377934,0.12462094462676,0.0207701574377934,0.675030116728285,0.617691199689276,11.85975989698,1.61186676981278,0.0519253935944834,0.0213658775216795,0.0415403148755868,0.0468366779849641,0.114235865907864,0.0956494632515674,1.84854401196361,0.374860148033423,0.0311552361566901,0,0.0207701574377934,0.0220910968253727,0.114235865907864,0.0946717178206978,1.19428405267312,0.433959911603049,0.0103850787188967,0,0.0207701574377934,0.0103850787188967,0.176546338221244,0.152626443249282,3.41669089851701,0.721025729356912,141.444772151373,0,1.27736468242429,613.550450712416
