,Num CEAC-L,PY CEAC-L I,PY CEAC-L C,PY CEAC-L T,,Num SEAC-L,PY SEAC-L I,PY SEAC-L C,PY SEAC-L T,,Num CEAC-R,PY CEAC-R I,PY CEAC-R C,PY CEAC-R T,,Num SEAC-R,PY SEAC-R I,PY SEAC-R C,PY SEAC-R T,,Num CEAC-D,PY CEAC-D I,PY CEAC-D C,PY CEAC-D T,,Num SEAC-D,PY SEAC-D I,PY SEAC-D C,PY SEAC-D T,,Num CEAC-U,PY CEAC-U I,PY CEAC-U C,PY CEAC-U T,,Num SEAC-U,PY SEAC-U I,PY SEAC-U C,PY SEAC-U T,,,Num Endosc,Num Init RFA,Num Touchups,Num Lifeyears
2010,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,1000
2011,0.010340406,0.010340406,0,0,,0,0,0,0,,0.010340406,0.010340406,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,977.3028085
2012,0.010340406,0.010340406,0.010340406,0,,0,0,0,0,,0,0,0.010340406,0,,0,0,0,0,,0.010340406,0,0,0.005042662,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,963.9947057
2013,0.031021219,0.031021219,0.020680812,0,,0,0,0,0,,0.020680812,0.010340406,0.010340406,0.003131611,,0,0,0,0,,0.020680812,0.00047868,0,0.000707288,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,949.9317533
2014,0.062042437,0.062042437,0.051702031,0,,0,0,0,0,,0.113744468,0.082723249,0.020680812,0.004212836,,0,0,0,0,,0.13442528,0.015824264,0,0.031779705,,0,0,0,0,,0.010340406,0.010340406,0,0,,0,0,0,0,,,0,0,0,935.1553129
2015,0.144765686,0.127331501,0.113744468,0.002353365,,0,0,0,0,,0.124084874,0.040216617,0.103404062,0.031245552,,0,0,0,0,,0.175786905,0.045733634,0.010340406,0.085737387,,0,0,0,0,,0.010340406,0,0.010340406,0.002872145,,0,0,0,0,,,0,0,0,919.5309592
2016,0.13442528,0.103404062,0.21714853,0.027632048,,0,0,0,0,,0.248169748,0.174489689,0.103404062,0.088005157,,0,0,0,0,,0.155106093,0.041361625,0.051702031,0.075923127,,0,0,0,0,,0.020680812,0.020680812,0,0.010340406,,0,0,0,0,,,0,0,0,902.7795012
2017,0.26885056,0.207329267,0.279190967,0.053153554,,0,0,0,0,,0.320552591,0.1687458,0.237829342,0.110284278,,0,0,0,0,,0.392935435,0.121696904,0.082723249,0.123332076,,0,0,0,0,,0.093063656,0.052950762,0.020680812,0.000944184,,0,0,0,0,,,0,0,0,884.1047276
2018,0.579062746,0.467760298,0.413616247,0.099086041,,0,0,0,0,,0.827232494,0.504274104,0.330892997,0.217933705,,0,0,0,0,,1.426976052,0.32421693,0.144765686,0.324149939,,0,0,0,0,,0.237829342,0.086544579,0.072382843,0.059485084,,0,0,0,0,,,0,0,0,864.1477437
2019,1.116763866,0.85136242,0.785870869,0.178591441,,0,0,0,0,,1.995698391,1.091226295,0.70314762,0.376799935,,0,0,0,0,,2.378293419,0.609873162,0.392935435,0.914832636,,0,0,0,0,,0.454977872,0.161433391,0.13442528,0.136263135,,0,0,0,0,,,0,0,0,843.229102
