,Num CEAC-L,PY CEAC-L I,PY CEAC-L C,PY CEAC-L T,,Num SEAC-L,PY SEAC-L I,PY SEAC-L C,PY SEAC-L T,,Num CEAC-R,PY CEAC-R I,PY CEAC-R C,PY CEAC-R T,,Num SEAC-R,PY SEAC-R I,PY SEAC-R C,PY SEAC-R T,,Num CEAC-D,PY CEAC-D I,PY CEAC-D C,PY CEAC-D T,,Num SEAC-D,PY SEAC-D I,PY SEAC-D C,PY SEAC-D T,,Num CEAC-U,PY CEAC-U I,PY CEAC-U C,PY CEAC-U T,,Num SEAC-U,PY SEAC-U I,PY SEAC-U C,PY SEAC-U T,,,Num Endosc,Num Init RFA,Num Touchups,Num Lifeyears
2020,2.16114489,1.432374383,1.426976052,0.387500287,,0,0,0,0,,2.543739918,1.18714387,1.59242255,1.004561746,,0,0,0,0,,3.019398602,0.617921452,0.734168838,1.469815433,,0,0,0,0,,0.909955743,0.407293871,0.227488936,0.323904237,,0,0,0,0,,,0,0,0,819.8287629
2021,2.388633826,1.566623747,2.502378293,0.794367873,,0,0,0,0,,2.719526823,1.257591006,2.264548951,1.445512543,,0,0,0,0,,3.298589569,0.688948073,0.951317368,1.873638928,,0,0,0,0,,1.096083054,0.451492416,0.527360715,0.496104449,,0,0,0,0,,,0,0,0,792.6541755
2022,2.533399512,1.652039664,3.433014849,1.178264723,,0,0,0,0,,2.719526823,1.281196061,2.843611697,1.605146972,,0,0,0,0,,2.988377383,0.576021432,1.209827522,1.769021548,,0,0,0,0,,1.10642346,0.44240573,0.775530463,0.546480322,,0,0,0,0,,,0,0,0,762.5532531
2023,1.975017579,1.180058451,4.353310998,1.148644684,,0,0,0,0,,2.771228854,1.193381739,3.13314307,1.759759159,,0,0,0,0,,3.184845101,0.670079844,1.085742648,2.032045456,,0,0,0,0,,1.075402242,0.472430321,0.961657774,0.654669616,,0,0,0,0,,,0,0,0,731.1080779
2024,2.5127187,1.594875866,4.425693841,1.107968181,,0,0,0,0,,3.174504695,1.559745578,2.936675353,2.017970754,,0,0,0,0,,3.184845101,0.617366803,1.147785085,1.850819548,,0,0,0,0,,1.10642346,0.471690585,1.10642346,0.692137376,,0,0,0,0,,,0,0,0,698.2979691
2025,2.502378293,1.576610281,4.425693841,1.462206488,,0,0,0,0,,3.153823882,1.434875594,3.05041982,2.125786969,,0,0,0,0,,3.422674443,0.613841387,1.147785085,1.956049606,,0,0,0,0,,1.044381023,0.432562953,1.178806304,0.628964744,,0,0,0,0,,,0,0,0,662.93378
2026,2.698846011,1.701861588,4.311949373,1.383126695,,0,0,0,0,,2.988377383,1.393375104,2.99871779,2.288892487,,0,0,0,0,,3.464036067,0.61927503,1.137444679,2.28094689,,0,0,0,0,,1.065061836,0.459568539,1.137444679,0.671335351,,0,0,0,0,,,0,0,0,626.3701038
2027,2.533399512,1.595452759,4.280928155,1.562273915,,0,0,0,0,,3.040079414,1.388314361,3.081441039,2.099634322,,0,0,0,0,,3.650163378,0.665537316,1.096083054,2.174755678,,0,0,0,0,,1.044381023,0.385476851,1.18914671,0.71289019,,0,0,0,0,,,0,0,0,588.214005
2028,2.409314638,1.482469763,4.59114034,1.244108785,,0,0,0,0,,3.195185507,1.244281759,3.13314307,2.276338667,,0,0,0,0,,3.546759317,0.66431609,1.10642346,2.128746,,0,0,0,0,,1.065061836,0.446667032,1.065061836,0.708386851,,0,0,0,0,,,0,0,0,548.2276544
2029,3.112462258,2.019421818,4.601480746,1.372462084,,0,0,0,0,,3.763907846,1.679640045,2.99871779,2.320140542,,0,0,0,0,,4.23956653,0.746754345,1.147785085,2.249729002,,0,0,0,0,,1.251189147,0.455785892,1.023700211,0.634580877,,0,0,0,0,,,0,0,0,508.1999421
2030,0,0,5.056458618,1.426976052,,0,0,0,0,,0,0,3.381312818,1.881953923,,0,0,0,0,,0,0,1.251189147,2.068081234,,0,0,0,0,,0,0,1.044381023,0.692807213,,0,0,0,0,,,0,0,0,467.1898912
2031,0,0,3.350291599,0.713488026,,0,0,0,0,,0,0,2.16114489,0.796211275,,0,0,0,0,,0,0,0.682466807,0.454977872,,0,0,0,0,,0,0,0.630764776,0.237829342,,0,0,0,0,,,0,0,0,428.4547297
2032,0,0,2.150804484,0.330892997,,0,0,0,0,,0,0,1.292550771,0.413616247,,0,0,0,0,,0,0,0.320552591,0.21714853,,0,0,0,0,,0,0,0.434297059,0.072382843,,0,0,0,0,,,0,0,0,393.9074327
2033,0,0,1.054721429,0.196467717,,0,0,0,0,,0,0,0.734168838,0.155106093,,0,0,0,0,,0,0,0.165446499,0.051702031,,0,0,0,0,,0,0,0.165446499,0.051702031,,0,0,0,0,,,0,0,0,359.9702196
2034,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,326.4673036
2035,0,0,0,0,,0,0,0,0,,0.010340406,0.010340406,0,0,,0,0,0,0,,0.020680812,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,292.4060057
2036,0.020680812,0,0,0.003544129,,0,0,0,0,,0.041361625,0.031021219,0.010340406,0,,0,0,0,0,,0.020680812,0,0,0.028126701,,0,0,0,0,,0.010340406,0.010340406,0,0,,0,0,0,0,,,0,0,0,258.6342392
2037,0.072382843,0.041361625,0,0.008446187,,0,0,0,0,,0.082723249,0.044355539,0.041361625,0.015119803,,0,0,0,0,,0.082723249,0.017024921,0,0.003203912,,0,0,0,0,,0.031021219,0.010340406,0.010340406,0,,0,0,0,0,,,0,0,0,225.3898333
2038,0.341233404,0.16531976,0.041361625,0.03087843,,0,0,0,0,,0.48599909,0.173104179,0.072382843,0.055739757,,0,0,0,0,,0.48599909,0.039541703,0.010340406,0.105443293,,0,0,0,0,,0.113744468,0.045187036,0.020680812,0.020797552,,0,0,0,0,,,0,0,0,193.1794681
2039,0.62042437,0.287707424,0.186127311,0.175041264,,0,0,0,0,,0.889274931,0.379377979,0.206808123,0.341141572,,0,0,0,0,,1.065061836,0.196862022,0.031021219,0.31119809,,0,0,0,0,,0.237829342,0.099201159,0.041361625,0.093070509,,0,0,0,0,,,0,0,0,162.1065475
2040,0.8375729,0.359376056,0.403275841,0.346952189,,0,0,0,0,,0.97199818,0.428270781,0.496339496,0.494609915,,0,0,0,0,,1.292550771,0.250676915,0.196467717,0.604919961,,0,0,0,0,,0.341233404,0.139033168,0.13442528,0.13373318,,0,0,0,0,,,0,0,0,132.3985606
2041,0.765190057,0.354436869,0.661785995,0.471709817,,0,0,0,0,,0.858253712,0.30846575,0.672126401,0.614858911,,0,0,0,0,,0.899615337,0.091786505,0.341233404,0.633816773,,0,0,0,0,,0.341233404,0.090166561,0.206808123,0.182032717,,0,0,0,0,,,0,0,0,105.6892915
2042,0.558381933,0.305712068,0.775530463,0.476502582,,0,0,0,0,,0.651445589,0.289406952,0.568722339,0.726098004,,0,0,0,0,,0.70314762,0.119120074,0.248169748,0.603563936,,0,0,0,0,,0.258510154,0.075569677,0.21714853,0.234807891,,0,0,0,0,,,0,0,0,81.7615916
2043,0.496339496,0.24732361,0.847913306,0.293006386,,0,0,0,0,,0.651445589,0.285750875,0.517020309,0.542998382,,0,0,0,0,,0.579062746,0.117438691,0.248169748,0.432171018,,0,0,0,0,,0.155106093,0.058484096,0.196467717,0.203834389,,0,0,0,0,,,0,0,0,61.84596931
2044,0.403275841,0.188380418,0.723828432,0.41284641,,0,0,0,0,,0.475658684,0.18746743,0.537701121,0.435769259,,0,0,0,0,,0.403275841,0.062245994,0.237829342,0.334421161,,0,0,0,0,,0.113744468,0.036323153,0.155106093,0.16723547,,0,0,0,0,,,0,0,0,45.68391446
2045,0.186127311,0.041113498,0.48599909,0.469454861,,0,0,0,0,,0.310212185,0.106360861,0.465318278,0.362864399,,0,0,0,0,,0.289531373,0.055297302,0.124084874,0.274759653,,0,0,0,0,,0.051702031,0.032065429,0.082723249,0.103404062,,0,0,0,0,,,0,0,0,33.32712909
2046,0.175786905,0.01349798,0.279190967,0.262398369,,0,0,0,0,,0.248169748,0.074295269,0.320552591,0.358939332,,0,0,0,0,,0.289531373,0.031021219,0.082723249,0.207904316,,0,0,0,0,,0.103404062,0.028785165,0.062042437,0.064955809,,0,0,0,0,,,0,0,0,23.26591389
2047,0.13442528,0.053185136,0.103404062,0.185804233,,0,0,0,0,,0.186127311,0.066232953,0.21714853,0.185822483,,0,0,0,0,,0.144765686,0.031021219,0.072382843,0.119462436,,0,0,0,0,,0.031021219,0,0.082723249,0.04914908,,0,0,0,0,,,0,0,0,15.60367291
2048,0.093063656,0.041361625,0.082723249,0.107013256,,0,0,0,0,,0.082723249,0.00988046,0.155106093,0.145079374,,0,0,0,0,,0.103404062,0.029574449,0.062042437,0.093563058,,0,0,0,0,,0.062042437,0.031021219,0.041361625,0.026442772,,0,0,0,0,,,0,0,0,10.14393845
2049,0.072382843,0,0.072382843,0.055194532,,0,0,0,0,,0.113744468,0,0.051702031,0.138266981,,0,0,0,0,,0.082723249,0,0.031021219,0.099828423,,0,0,0,0,,0.010340406,0,0.051702031,0.03482028,,0,0,0,0,,,0,0,0,6.359349795
2050,0,0,0,0.124084874,,0,0,0,0,,0,0,0,0.093063656,,0,0,0,0,,0,0,0,0.072382843,,0,0,0,0,,0,0,0,0.041361625,,0,0,0,0,,,0,0,0,4.136162468
